Transaction_ID,Account_ID,Amount,Date,Location,Type
T1385,A6372,3914.58,2023-11-08T23:19:06.000Z,Valencia,Pago
T1386,A5723,1151.07,2023-11-03T13:14:30.000Z,Barcelona,Retiro
T1387,A1904,524.43,2023-02-17T15:47:40.000Z,Barcelona,Retiro
T1388,A4454,924.93,2023-03-23T11:20:58.000Z,Valencia,Pago
T1389,A6334,1629.59,2023-10-27T14:02:58.000Z,Madrid,Transferencia
T1390,A7043,-103.97,2023-02-26T15:57:53.000Z,Madrid,Transferencia
T1391,A3223,1303.64,2023-08-09T14:19:08.000Z,Sevilla,Transferencia
T1392,A9735,-256.3,2023-12-18T20:56:36.000Z,Zaragoza,Pago
T1393,A8749,21.21,2023-06-12T23:13:19.000Z,Zaragoza,Depósito
T1394,A9384,1038.26,2023-09-13T10:00:03.000Z,Madrid,Pago
T1395,A9344,3164.18,2023-09-06T12:00:48.000Z,Barcelona,Pago
T1396,A9642,2536.22,2023-01-03T01:54:12.000Z,Zaragoza,Retiro
T1397,A4765,4987.18,2023-10-02T20:07:47.000Z,Barcelona,Depósito
T1398,A777,2351.07,2023-10-12T17:15:59.000Z,Valencia,Retiro
T1399,A9427,435.36,2023-02-03T11:32:23.000Z,Barcelona,Depósito
T1400,A1828,-406.28,2023-08-07T07:34:12.000Z,Madrid,Transferencia
T1401,A8963,785.04,2023-11-28T00:08:15.000Z,Sevilla,Pago
T1402,A1234,2889.49,2023-10-04T03:34:17.000Z,Madrid,Retiro
T1403,A2403,3315.05,2023-07-03T16:27:01.000Z,Zaragoza,Transferencia
T1404,A4019,-21.02,2023-02-22T06:33:55.000Z,Sevilla,Pago
T1405,A6063,1760.81,2023-03-22T15:33:59.000Z,Zaragoza,Retiro
T1406,A3269,965.3,2023-06-12T15:58:56.000Z,Zaragoza,Pago
T1407,A5437,18.7,2023-02-20T23:16:10.000Z,Valencia,Pago
T1408,A5841,219.12,2023-07-26T05:13:35.000Z,Zaragoza,Pago
T1409,A459,2039.79,2023-12-08T18:19:55.000Z,Sevilla,Retiro
T1410,A9393,4499.15,2023-10-20T15:28:55.000Z,Valencia,Pago
T1411,A1158,3882.01,2023-06-10T19:18:21.000Z,Valencia,Pago
T1412,A9072,3466.27,2023-10-08T08:37:02.000Z,Valencia,Retiro
T1413,A9929,4999.64,2023-04-14T10:59:58.000Z,Barcelona,Pago
T1414,A2926,4905.4,2023-07-02T00:20:30.000Z,Barcelona,Pago
T1415,A3120,1779.13,2023-06-21T05:29:03.000Z,Zaragoza,Depósito
T1416,A1198,-965.33,2023-07-09T04:35:06.000Z,Barcelona,Retiro
T1417,A1960,2539.39,2023-01-11T02:44:18.000Z,Zaragoza,Depósito
T1418,A9453,3155.6,2023-12-07T05:06:47.000Z,Barcelona,Transferencia
T1419,A3700,3381.09,2023-09-01T09:54:00.000Z,Barcelona,Retiro
T1420,A7074,431.78,2023-01-09T07:29:27.000Z,Zaragoza,Retiro
T1421,A9183,1788.82,2023-04-22T15:48:15.000Z,Valencia,Depósito
T1422,A7020,3094.27,2023-02-18T09:08:47.000Z,Sevilla,Transferencia
T1423,A6905,2378.22,2023-01-25T22:49:58.000Z,Madrid,Retiro
T1424,A380,147.6,2023-12-19T02:42:49.000Z,Valencia,Transferencia
T1425,A8399,3971.12,2023-11-11T01:53:52.000Z,Madrid,Transferencia
T1426,A3520,2445.98,2023-09-25T19:13:40.000Z,Barcelona,Depósito
T1427,A4395,827.64,2023-06-24T04:26:26.000Z,Zaragoza,Transferencia
T1428,A3225,3550.23,2023-06-23T00:27:28.000Z,Madrid,Transferencia
T1429,A9125,637.36,2023-04-18T17:01:34.000Z,Barcelona,Depósito
T1430,A9145,2255.22,2023-09-21T09:59:10.000Z,Madrid,Retiro
T1431,A5653,2261.6,2023-10-14T13:03:48.000Z,Zaragoza,Depósito
T1432,A2684,257.15,2023-11-06T22:47:53.000Z,Barcelona,Retiro
T1433,A7302,2435.0,2023-10-22T02:34:25.000Z,Madrid,Transferencia
T1434,A1794,4741.06,2023-04-10T08:06:04.000Z,Barcelona,Transferencia
T1435,A8535,2104.4,2023-04-28T07:19:15.000Z,Sevilla,Retiro
T1436,A6918,1310.97,2023-07-20T10:00:20.000Z,Valencia,Depósito
T1437,A5681,4953.25,2023-04-03T09:42:04.000Z,Zaragoza,Transferencia
T1438,A2030,3726.11,2023-01-20T23:46:22.000Z,Zaragoza,Retiro
T1439,A7360,3295.27,2023-02-24T22:02:32.000Z,Sevilla,Pago
T1440,A6814,4384.5,2023-04-25T22:57:02.000Z,Zaragoza,Transferencia
T1441,A2783,3006.5,2023-07-20T07:27:30.000Z,Valencia,Retiro
T1442,A3355,914.76,2023-04-15T09:12:07.000Z,Valencia,Retiro
T1443,A9365,2801.74,2023-01-28T11:50:26.000Z,Sevilla,Pago
T1444,A2009,3074.27,2023-09-27T04:42:34.000Z,Sevilla,Transferencia
T1445,A1590,4973.09,2023-06-25T20:16:40.000Z,Valencia,Depósito
T1446,A5745,3348.05,2023-02-19T18:53:09.000Z,Sevilla,Depósito
T1447,A6727,932.65,2023-06-27T09:51:45.000Z,Madrid,Transferencia
T1448,A5954,112.94,2023-04-05T09:41:33.000Z,Valencia,Transferencia
T1449,A5217,499.8,2023-05-01T04:49:15.000Z,Valencia,Depósito
T1450,A9379,353.23,2023-04-28T22:09:37.000Z,Zaragoza,Depósito
T1451,A5472,2021.98,2023-04-03T05:03:45.000Z,Zaragoza,Retiro
T1452,A9858,40.15,2023-09-03T04:40:47.000Z,Zaragoza,Pago
T1453,A7353,4013.37,2023-12-13T19:39:45.000Z,Barcelona,Depósito
T1454,A8428,4233.36,2023-12-07T07:00:34.000Z,Barcelona,Pago
T1455,A6918,2154.37,2023-10-15T19:02:21.000Z,Valencia,Transferencia
T1456,A698,517.76,2023-02-03T22:44:25.000Z,Barcelona,Transferencia
T1457,A3759,3048.89,2023-02-06T01:33:53.000Z,Barcelona,Retiro
T1458,A9972,1807.87,2023-08-02T05:40:58.000Z,Zaragoza,Retiro
T1459,A2694,1140.25,2023-07-03T13:34:26.000Z,Valencia,Transferencia
T1460,A372,1059.36,2023-04-13T09:31:23.000Z,Barcelona,Retiro
T1461,A463,410.52,2023-01-03T00:28:48.000Z,Sevilla,Retiro
T1462,A9736,3717.48,2023-05-03T13:37:11.000Z,Zaragoza,Depósito
T1463,A4538,-76.84,2023-02-27T13:28:19.000Z,Zaragoza,Transferencia
T1464,A2597,3465.7,2023-12-03T11:39:17.000Z,Zaragoza,Depósito
T1465,A6510,2623.49,2023-10-12T19:07:44.000Z,Valencia,Pago
T1466,A8037,-852.68,2023-10-17T20:03:21.000Z,Zaragoza,Pago
T1467,A8723,3013.91,2023-01-19T07:05:48.000Z,Barcelona,Pago
T1468,A9325,3716.19,2023-05-13T01:20:40.000Z,Sevilla,Retiro
T1469,A2651,4017.12,2023-03-11T23:59:50.000Z,Zaragoza,Depósito
T1470,A3021,1299.63,2023-03-17T11:47:30.000Z,Madrid,Transferencia
T1471,A1919,4395.87,2023-07-21T17:42:00.000Z,Sevilla,Transferencia
T1472,A4,4463.6,2023-02-06T05:09:36.000Z,Zaragoza,Pago
T1473,A3122,2097.15,2023-11-15T03:36:45.000Z,Valencia,Transferencia
T1474,A2127,3562.87,2023-09-18T19:30:03.000Z,Madrid,Transferencia
T1475,A1668,4632.76,2023-12-24T13:56:37.000Z,Zaragoza,Depósito
T1476,A6462,2612.8,2023-02-01T18:19:52.000Z,Zaragoza,Retiro
T1477,A260,-378.82,2023-06-19T01:53:15.000Z,Madrid,Depósito
T1478,A9347,3876.63,2023-01-01T16:07:10.000Z,Zaragoza,Pago
T1479,A8514,4634.93,2023-06-18T03:03:09.000Z,Valencia,Depósito
T1480,A6327,3735.86,2023-05-28T05:31:14.000Z,Valencia,Transferencia
T1481,A8208,-15.29,2023-03-03T20:55:20.000Z,Valencia,Retiro
T1482,A6219,-718.0,2023-06-05T07:53:04.000Z,Barcelona,Retiro
T1483,A8932,1702.26,2023-07-27T09:38:08.000Z,Zaragoza,Depósito
T1484,A2456,284.89,2023-06-23T12:36:26.000Z,Zaragoza,Transferencia
T1485,A6700,-844.02,2023-10-27T18:42:18.000Z,Madrid,Transferencia
T1486,A9139,74.9,2023-05-12T17:50:54.000Z,Sevilla,Retiro
T1487,A4479,61.34,2023-03-15T13:21:06.000Z,Valencia,Depósito
T1488,A8784,3710.57,2023-08-21T00:50:45.000Z,Zaragoza,Retiro
T1489,A1116,3466.16,2023-04-09T01:43:10.000Z,Zaragoza,Depósito
T1490,A3953,3344.9,2023-11-27T07:49:14.000Z,Valencia,Pago
T1491,A9617,1151.87,2023-05-15T15:42:04.000Z,Zaragoza,Depósito
T1492,A347,-321.9,2023-03-26T04:08:29.000Z,Valencia,Depósito
T1493,A3002,2067.35,2023-12-27T03:03:15.000Z,Barcelona,Pago
T1494,A3958,2985.08,2023-03-01T05:28:32.000Z,Barcelona,Pago
T1495,A7491,2391.48,2023-06-21T09:48:56.000Z,Sevilla,Retiro
T1496,A2990,593.85,2023-06-07T13:14:32.000Z,Valencia,Retiro
T1497,A1563,3814.23,2023-09-18T20:26:47.000Z,Barcelona,Transferencia
T1498,A9690,-501.58,2023-02-17T09:22:15.000Z,Valencia,Pago
T1499,A9447,3060.83,2023-10-11T16:46:30.000Z,Zaragoza,Depósito
T1500,A1128,615.19,2023-12-01T18:19:11.000Z,Valencia,Retiro
T1501,A6288,2705.87,2023-01-23T08:37:51.000Z,Zaragoza,Depósito
T1502,A8467,4104.11,2023-04-27T11:14:18.000Z,Zaragoza,Retiro
T1503,A282,299.82,2023-05-19T10:20:55.000Z,Sevilla,Retiro
T1504,A9906,-787.9,2023-01-13T11:00:52.000Z,Zaragoza,Pago
T1505,A6498,-157.08,2023-09-25T07:05:52.000Z,Sevilla,Transferencia
T1506,A9390,3762.39,2023-01-06T13:33:33.000Z,Sevilla,Pago
T1507,A7714,4993.42,2023-12-17T15:48:26.000Z,Sevilla,Depósito
T1508,A6448,183.4,2023-03-05T03:55:38.000Z,Barcelona,Transferencia
T1509,A6708,-889.1,2023-04-01T10:27:34.000Z,Zaragoza,Retiro
T1510,A7044,789.29,2023-06-16T18:07:40.000Z,Zaragoza,Pago
T1511,A4464,549.81,2023-06-11T10:10:39.000Z,Valencia,Retiro
T1512,A1357,3801.92,2023-08-09T07:52:11.000Z,Sevilla,Transferencia
T1513,A3284,493.94,2023-06-20T20:02:45.000Z,Zaragoza,Depósito
T1514,A8326,4722.72,2023-04-07T00:50:12.000Z,Zaragoza,Transferencia
T1515,A6383,-764.05,2023-11-28T15:25:14.000Z,Barcelona,Pago
T1516,A1938,4471.77,2023-04-02T22:27:01.000Z,Sevilla,Pago
T1517,A26,1053.91,2023-03-12T20:58:20.000Z,Valencia,Pago
T1518,A561,3029.26,2023-02-22T15:22:35.000Z,Madrid,Pago
T1519,A8323,2835.06,2023-08-25T20:19:18.000Z,Madrid,Retiro
T1520,A2207,4927.39,2023-04-14T09:03:43.000Z,Sevilla,Retiro
T1521,A2631,-821.41,2023-11-19T08:16:31.000Z,Valencia,Depósito
T1522,A8570,3106.26,2023-05-26T09:31:34.000Z,Valencia,Depósito
T1523,A7819,927.74,2023-02-18T10:00:32.000Z,Zaragoza,Pago
T1524,A3823,588.26,2023-03-25T18:40:10.000Z,Madrid,Pago
T1525,A5382,708.03,2023-09-18T17:39:30.000Z,Barcelona,Depósito
T1526,A5842,4836.33,2023-08-16T09:17:18.000Z,Barcelona,Transferencia
T1527,A4895,1073.08,2023-06-17T19:26:19.000Z,Madrid,Pago
T1528,A4792,2204.26,2023-05-22T14:57:07.000Z,Sevilla,Pago
T1529,A3710,3991.88,2023-06-11T03:53:38.000Z,Madrid,Retiro
T1530,A5906,4691.9,2023-09-21T06:26:25.000Z,Sevilla,Depósito
T1531,A2418,2578.12,2023-04-17T10:42:03.000Z,Barcelona,Transferencia
T1532,A4265,1386.03,2023-09-15T21:02:20.000Z,Valencia,Retiro
T1533,A9966,2811.18,2023-12-11T19:59:57.000Z,Valencia,Depósito
T1534,A7168,3064.97,2023-04-01T16:54:16.000Z,Sevilla,Transferencia
T1535,A5248,3393.68,2023-06-04T00:21:28.000Z,Valencia,Retiro
T1536,A9162,2010.89,2023-01-12T06:07:41.000Z,Zaragoza,Pago
T1537,A1311,-583.54,2023-02-03T17:48:27.000Z,Madrid,Retiro
T1538,A7416,2112.6,2023-05-02T23:54:24.000Z,Madrid,Pago
T1539,A7136,3961.78,2023-11-05T11:56:21.000Z,Valencia,Depósito
T1540,A3694,828.94,2023-10-11T21:27:18.000Z,Madrid,Pago
T1541,A8533,2689.97,2023-04-26T13:53:52.000Z,Madrid,Depósito
T1542,A9427,3961.19,2023-03-27T16:17:35.000Z,Valencia,Retiro
T1543,A9827,4564.28,2023-06-14T14:24:27.000Z,Madrid,Depósito
T1544,A4403,2865.6,2023-07-21T07:13:47.000Z,Madrid,Depósito
T1545,A926,4633.18,2023-01-09T04:49:34.000Z,Madrid,Depósito
T1546,A7555,603.23,2023-09-26T09:29:30.000Z,Zaragoza,Depósito
T1547,A3298,3884.62,2023-10-18T22:38:58.000Z,Madrid,Depósito
T1548,A4464,3425.61,2023-07-23T02:17:30.000Z,Sevilla,Retiro
T1549,A17,11.37,2023-05-06T09:15:30.000Z,Madrid,Depósito
T1550,A5060,1247.39,2023-01-08T01:59:09.000Z,Barcelona,Transferencia
T1551,A1635,2094.28,2023-09-12T08:51:08.000Z,Valencia,Transferencia
T1552,A7638,650.04,2023-05-10T23:40:45.000Z,Valencia,Retiro
T1553,A863,-944.18,2023-01-09T14:07:40.000Z,Madrid,Transferencia
T1554,A5677,248.66,2023-09-12T19:38:00.000Z,Valencia,Pago
T1555,A1221,3812.2,2023-12-14T06:12:58.000Z,Sevilla,Transferencia
T1556,A3184,4662.05,2023-12-15T09:51:18.000Z,Barcelona,Depósito
T1557,A4069,-370.36,2023-12-21T18:00:33.000Z,Sevilla,Retiro
T1558,A8108,1047.43,2023-04-24T18:44:06.000Z,Sevilla,Pago
T1559,A2559,4760.73,2023-10-14T01:12:00.000Z,Zaragoza,Pago
T1560,A8595,-641.68,2023-09-15T21:48:00.000Z,Madrid,Retiro
T1561,A5463,3206.9,2023-01-12T02:40:37.000Z,Valencia,Depósito
T1562,A7469,4786.99,2023-12-26T12:04:37.000Z,Sevilla,Retiro
T1563,A7268,2853.1,2023-06-04T06:28:30.000Z,Zaragoza,Transferencia
T1564,A4494,4862.27,2023-02-08T10:49:37.000Z,Sevilla,Retiro
T1565,A9590,395.39,2023-06-14T02:34:15.000Z,Madrid,Transferencia
T1566,A9203,2456.62,2023-11-11T08:28:03.000Z,Valencia,Transferencia
T1567,A7346,1797.44,2023-07-13T03:13:14.000Z,Madrid,Pago
T1568,A7225,2551.61,2023-11-28T07:14:52.000Z,Zaragoza,Retiro
T1569,A6554,4551.86,2023-01-17T02:22:34.000Z,Valencia,Pago
T1570,A4268,2522.44,2023-11-11T17:56:17.000Z,Sevilla,Retiro
T1571,A1630,1089.35,2023-03-10T08:57:55.000Z,Sevilla,Depósito
T1572,A633,2406.72,2023-10-25T02:26:06.000Z,Barcelona,Pago
T1573,A8968,4294.22,2023-10-19T04:20:19.000Z,Madrid,Pago
T1574,A8529,61.28,2023-07-19T11:04:43.000Z,Valencia,Depósito
T1575,A9192,489.67,2023-03-10T23:09:53.000Z,Valencia,Retiro
T1576,A2346,4197.87,2023-12-11T13:06:54.000Z,Madrid,Transferencia
T1577,A9181,1408.88,2023-09-10T10:05:24.000Z,Zaragoza,Transferencia
T1578,A8755,4402.74,2023-09-13T02:02:12.000Z,Sevilla,Transferencia
T1579,A1805,-253.97,2023-06-18T22:41:24.000Z,Barcelona,Pago
T1580,A2324,3738.25,2023-11-24T00:12:03.000Z,Sevilla,Transferencia
T1581,A5809,1781.93,2023-06-19T10:28:52.000Z,Sevilla,Pago
T1582,A1599,4212.57,2023-04-15T08:10:09.000Z,Sevilla,Depósito
T1583,A6239,1416.75,2023-03-20T10:15:04.000Z,Zaragoza,Pago
T1584,A6806,-923.64,2023-11-24T20:16:29.000Z,Zaragoza,Retiro
T1585,A7861,1551.38,2023-09-15T11:50:21.000Z,Sevilla,Depósito
T1586,A7658,3815.59,2023-09-20T21:23:03.000Z,Barcelona,Transferencia
T1587,A9902,192.31,2023-05-20T19:11:23.000Z,Sevilla,Transferencia
T1588,A1854,-914.87,2023-11-20T11:14:06.000Z,Barcelona,Transferencia
T1589,A4965,4683.64,2023-09-24T14:50:40.000Z,Sevilla,Retiro
T1590,A5494,4359.26,2023-04-04T14:56:02.000Z,Madrid,Pago
T1591,A3667,4084.63,2023-07-25T05:23:35.000Z,Sevilla,Retiro
T1592,A3710,4426.72,2023-11-26T02:46:21.000Z,Valencia,Retiro
T1593,A9205,-379.52,2023-03-20T16:41:17.000Z,Sevilla,Retiro
T1594,A4506,158.95,2023-05-19T09:28:26.000Z,Barcelona,Pago
T1595,A7727,-733.85,2023-07-17T02:13:03.000Z,Zaragoza,Pago
T1596,A3831,4331.04,2023-05-19T09:23:42.000Z,Valencia,Pago
T1597,A1895,1523.91,2023-10-28T12:50:05.000Z,Valencia,Depósito
T1598,A7901,244.2,2023-01-27T13:28:55.000Z,Sevilla,Depósito
T1599,A767,-809.33,2023-01-01T11:28:23.000Z,Madrid,Retiro
T1600,A8194,2022.2,2023-01-28T15:48:26.000Z,Sevilla,Pago
T1601,A9123,964.56,2023-09-15T19:06:29.000Z,Madrid,Pago
T1602,A7323,1739.81,2023-04-21T03:08:26.000Z,Barcelona,Pago
T1603,A9019,3914.7,2023-07-20T14:22:10.000Z,Barcelona,Depósito
T1604,A3361,961.52,2023-11-09T00:29:57.000Z,Barcelona,Pago
T1605,A3069,-344.94,2023-06-04T22:32:15.000Z,Sevilla,Depósito
T1606,A1262,-730.92,2023-02-19T09:05:20.000Z,Zaragoza,Retiro
T1607,A5730,1262.84,2023-03-16T22:44:10.000Z,Barcelona,Retiro
T1608,A2866,-653.24,2023-10-12T01:22:32.000Z,Zaragoza,Transferencia
T1609,A8739,-976.78,2023-03-10T15:58:37.000Z,Madrid,Retiro
T1610,A1926,3056.12,2023-05-21T20:13:12.000Z,Barcelona,Pago
T1611,A4271,-357.19,2023-06-04T15:07:55.000Z,Valencia,Depósito
T1612,A8364,3516.63,2023-08-02T16:38:10.000Z,Madrid,Pago
T1613,A7755,2050.93,2023-05-11T21:42:26.000Z,Madrid,Retiro
T1614,A8624,-167.75,2023-06-07T10:06:13.000Z,Sevilla,Depósito
T1615,A1350,2915.42,2023-12-03T09:08:02.000Z,Sevilla,Retiro
T1616,A6063,2055.77,2023-02-05T06:56:49.000Z,Zaragoza,Retiro
T1617,A7865,872.59,2023-07-24T15:38:42.000Z,Barcelona,Retiro
T1618,A2819,-983.35,2023-12-24T00:14:14.000Z,Zaragoza,Retiro
T1619,A375,761.58,2023-03-03T18:25:09.000Z,Sevilla,Transferencia
T1620,A3720,-520.37,2023-10-07T22:41:16.000Z,Sevilla,Depósito
T1621,A3110,2133.23,2023-05-27T14:24:51.000Z,Sevilla,Pago
T1622,A6285,-55.83,2023-07-05T07:42:12.000Z,Barcelona,Pago
T1623,A7050,3463.56,2023-11-26T22:30:41.000Z,Sevilla,Depósito
T1624,A8266,3400.0,2023-05-09T21:40:48.000Z,Zaragoza,Transferencia
T1625,A6713,-950.52,2023-06-05T21:01:00.000Z,Valencia,Transferencia
T1626,A1338,4153.32,2023-06-18T22:57:09.000Z,Barcelona,Depósito
T1627,A5185,-70.67,2023-09-16T16:04:26.000Z,Madrid,Pago
T1628,A4965,31.12,2023-09-05T10:32:33.000Z,Barcelona,Retiro
T1629,A9330,3497.63,2023-08-27T01:02:59.000Z,Madrid,Retiro
T1630,A7309,-74.61,2023-07-07T21:05:08.000Z,Sevilla,Transferencia
T1631,A9400,2138.72,2023-06-10T08:13:42.000Z,Barcelona,Transferencia
T1632,A4003,1792.45,2023-09-02T21:06:51.000Z,Valencia,Retiro
T1633,A154,-728.73,2023-12-20T11:34:09.000Z,Zaragoza,Retiro
T1634,A6885,4380.82,2023-05-23T22:38:44.000Z,Barcelona,Pago
T1635,A7160,1977.16,2023-07-24T21:45:08.000Z,Madrid,Transferencia
T1636,A1989,3598.59,2023-01-20T09:31:43.000Z,Valencia,Transferencia
T1637,A1988,906.85,2023-01-16T11:33:42.000Z,Sevilla,Depósito
T1638,A2697,-508.51,2023-09-13T04:56:38.000Z,Madrid,Transferencia
T1639,A8495,3647.31,2023-12-15T09:58:37.000Z,Barcelona,Transferencia
T1640,A8170,-802.08,2023-09-28T19:34:41.000Z,Sevilla,Depósito
T1641,A7838,-831.02,2023-12-02T04:51:54.000Z,Sevilla,Transferencia
T1642,A8123,4358.17,2023-07-13T21:13:41.000Z,Barcelona,Transferencia
T1643,A376,4511.16,2023-10-24T01:44:58.000Z,Sevilla,Depósito
T1644,A4856,-369.14,2023-02-04T18:15:25.000Z,Zaragoza,Retiro
T1645,A6751,4417.94,2023-10-11T04:25:29.000Z,Sevilla,Pago
T1646,A584,3029.83,2023-07-15T09:16:07.000Z,Madrid,Pago
T1647,A2297,1314.58,2023-10-23T12:37:02.000Z,Sevilla,Retiro
T1648,A1456,524.82,2023-10-24T23:00:08.000Z,Madrid,Transferencia
T1649,A8218,650.52,2023-03-13T18:14:28.000Z,Valencia,Pago
T1650,A742,-993.17,2023-02-24T02:43:03.000Z,Valencia,Transferencia
T1651,A4192,-716.42,2023-05-08T01:46:06.000Z,Valencia,Depósito
T1652,A3342,3527.22,2023-03-17T12:08:38.000Z,Valencia,Pago
T1653,A7065,4010.81,2023-02-25T00:18:06.000Z,Valencia,Depósito
T1654,A4772,372.82,2023-08-26T12:05:03.000Z,Valencia,Transferencia
T1655,A21,556.09,2023-12-08T20:11:29.000Z,Sevilla,Retiro
T1656,A1974,-300.94,2023-05-26T23:02:59.000Z,Zaragoza,Transferencia
T1657,A1475,2011.35,2023-08-12T01:39:40.000Z,Zaragoza,Pago
T1658,A3309,-759.76,2023-06-04T20:40:48.000Z,Barcelona,Pago
T1659,A346,3825.12,2023-07-04T23:26:47.000Z,Valencia,Retiro
T1660,A1992,1150.94,2023-06-26T05:58:07.000Z,Sevilla,Transferencia
T1661,A6535,1585.38,2023-08-05T10:15:06.000Z,Zaragoza,Retiro
T1662,A8693,-127.73,2023-03-07T02:40:50.000Z,Zaragoza,Depósito
T1663,A8365,2918.88,2023-08-05T18:16:20.000Z,Zaragoza,Transferencia
T1664,A3132,-400.45,2023-02-19T01:35:56.000Z,Valencia,Pago
T1665,A9566,1409.87,2023-05-04T10:34:20.000Z,Barcelona,Pago
T1666,A9769,3459.17,2023-09-06T16:13:16.000Z,Valencia,Pago
T1667,A644,2330.49,2023-11-14T21:47:15.000Z,Barcelona,Transferencia
T1668,A4486,856.77,2023-08-17T12:54:52.000Z,Barcelona,Pago
T1669,A6396,4694.39,2023-05-28T19:14:13.000Z,Barcelona,Depósito
T1670,A9443,79.57,2023-06-10T11:48:18.000Z,Valencia,Transferencia
T1671,A8079,4434.48,2023-09-01T18:14:01.000Z,Sevilla,Pago
T1672,A5043,535.16,2023-01-26T12:21:26.000Z,Sevilla,Transferencia
T1673,A9166,2824.5,2023-06-02T16:01:16.000Z,Zaragoza,Transferencia
T1674,A3443,-132.07,2023-08-11T07:27:10.000Z,Zaragoza,Transferencia
T1675,A8874,289.48,2023-02-13T05:11:58.000Z,Sevilla,Transferencia
T1676,A6105,2462.21,2023-02-11T07:40:59.000Z,Sevilla,Transferencia
T1677,A3533,3879.15,2023-05-11T22:56:15.000Z,Barcelona,Pago
T1678,A5351,3836.46,2023-07-28T04:24:45.000Z,Sevilla,Depósito
T1679,A8392,3526.04,2023-04-04T13:40:44.000Z,Valencia,Depósito
T1680,A4714,1442.71,2023-08-10T22:44:54.000Z,Barcelona,Depósito
T1681,A7545,-890.14,2023-05-02T05:43:50.000Z,Sevilla,Transferencia
T1682,A9507,2165.83,2023-04-10T21:13:34.000Z,Zaragoza,Transferencia
T1683,A9096,2855.67,2023-07-06T02:49:25.000Z,Zaragoza,Depósito
T1684,A3553,92.15,2023-01-18T12:26:03.000Z,Madrid,Transferencia
T1685,A7726,4975.39,2023-10-02T14:22:38.000Z,Zaragoza,Pago
T1686,A7305,80.91,2023-01-20T13:58:47.000Z,Zaragoza,Depósito
T1687,A2115,3211.73,2023-01-16T15:11:02.000Z,Sevilla,Pago
T1688,A6163,-514.28,2023-09-10T14:47:53.000Z,Zaragoza,Transferencia
T1689,A2738,4269.05,2023-03-24T12:13:12.000Z,Barcelona,Pago
T1690,A5346,2668.73,2023-09-12T17:05:00.000Z,Barcelona,Retiro
T1691,A7675,4445.03,2023-09-22T15:03:54.000Z,Zaragoza,Transferencia
T1692,A5712,-673.35,2023-12-25T03:11:53.000Z,Madrid,Retiro
T1693,A5157,3256.32,2023-10-10T05:36:48.000Z,Valencia,Pago
T1694,A5234,2173.02,2023-07-09T03:24:05.000Z,Sevilla,Pago
T1695,A1742,-153.47,2023-06-09T09:15:39.000Z,Sevilla,Transferencia
T1696,A9279,-766.4,2023-12-10T11:49:32.000Z,Sevilla,Retiro
T1697,A1519,4559.37,2023-05-21T16:16:08.000Z,Madrid,Transferencia
T1698,A5560,4415.36,2023-08-22T11:26:05.000Z,Zaragoza,Retiro
T1699,A5712,556.54,2023-11-25T14:43:13.000Z,Madrid,Depósito
T1700,A8852,581.49,2023-01-25T09:24:25.000Z,Zaragoza,Pago
T1701,A8933,3780.25,2023-12-24T22:35:05.000Z,Valencia,Pago
T1702,A2043,-954.6,2023-10-09T14:54:47.000Z,Madrid,Retiro
T1703,A8452,144.75,2023-09-27T07:17:12.000Z,Madrid,Pago
T1704,A7564,2100.98,2023-06-11T18:48:37.000Z,Valencia,Depósito
T1705,A244,-451.42,2023-11-01T02:27:14.000Z,Sevilla,Depósito
T1706,A8510,1312.99,2023-09-04T08:02:25.000Z,Valencia,Depósito
T1707,A7427,4307.07,2023-02-16T17:22:48.000Z,Barcelona,Depósito
T1708,A8191,4151.21,2023-07-06T21:21:24.000Z,Zaragoza,Transferencia
T1709,A9828,1809.81,2023-02-14T03:16:18.000Z,Madrid,Transferencia
T1710,A4444,982.84,2023-02-13T11:21:53.000Z,Madrid,Transferencia
T1711,A2530,1725.32,2023-02-28T19:37:32.000Z,Sevilla,Retiro
T1712,A7309,2226.87,2023-02-19T03:51:48.000Z,Madrid,Transferencia
T1713,A8485,-261.1,2023-05-02T06:53:59.000Z,Madrid,Pago
T1714,A7467,4877.31,2023-08-19T16:49:41.000Z,Valencia,Depósito
T1715,A2160,3672.63,2023-09-10T12:26:49.000Z,Zaragoza,Depósito
T1716,A5729,3844.29,2023-04-01T22:55:26.000Z,Valencia,Pago
T1717,A5349,670.01,2023-08-28T23:42:29.000Z,Valencia,Transferencia
T1718,A5629,3336.03,2023-09-27T10:09:08.000Z,Sevilla,Depósito
T1719,A9749,-77.92,2023-02-22T15:49:42.000Z,Madrid,Pago
T1720,A5665,4473.31,2023-03-28T12:44:22.000Z,Zaragoza,Pago
T1721,A5063,4875.95,2023-09-27T14:56:31.000Z,Zaragoza,Pago
T1722,A6842,1621.04,2023-11-24T23:07:30.000Z,Sevilla,Retiro
T1723,A756,928.31,2023-12-22T16:59:56.000Z,Sevilla,Pago
T1724,A652,3640.15,2023-07-11T18:59:06.000Z,Sevilla,Retiro
T1725,A8637,1912.38,2023-10-28T19:26:47.000Z,Zaragoza,Transferencia
T1726,A8599,4973.8,2023-02-22T00:46:42.000Z,Madrid,Depósito
T1727,A9578,1101.34,2023-12-19T14:20:00.000Z,Madrid,Depósito
T1728,A4586,3723.22,2023-07-16T11:41:27.000Z,Madrid,Retiro
